"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(0,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(0,)","(25,)","(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(24,)","(26,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(0,)","(25,)","(26,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-25,)","(-26,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(6,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(6,)","(3,)","(3,)","('null',)","('null',)","('null',)","('null',)"
"(0,)","(42,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(35,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(9,)","(42,)","(11,)","(10,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)","(9,)","(0,)","(8,)","(7,)","('null',)","('null',)","('null',)","('null',)"
"(31,)","(13,)","(11,)","(10,)","(0,)","(0,)","(0,)","(0,)","(2,)","(1,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(22,)","(-28,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(43,)","(19,)","(18,)","(18,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)","(11,)","(6,)","(6,)","(7,)","('null',)","('null',)","('null',)","('null',)"
"(56,)","(25,)","(23,)","(22,)","(0,)","(0,)","(0,)","(0,)","(2,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)","(13,)","(5,)","(5,)","(4,)","('null',)","('null',)","('null',)","('null',)"
"(28,)","(28,)","(27,)","(27,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)","(-27,)","(2,)","(3,)","(4,)","('null',)","('null',)","('null',)","('null',)"
"(70,)","(37,)","(32,)","(32,)","(0,)","(0,)","(0,)","(0,)","(1,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)","(41,)","(9,)","(5,)","(5,)","('null',)","('null',)","('null',)","('null',)"
"(39,)","(63,)","(39,)","(37,)","(0,)","(0,)","(0,)","(0,)","(1,)","(2,)","(1,)","(1,)","(0,)","(0,)","(0,)","(0,)","(-30,)","(25,)","(6,)","(4,)","('null',)","('null',)","('null',)","('null',)"
"(51,)","(43,)","(40,)","(42,)","(0,)","(0,)","(0,)","(0,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)","(12,)","(-19,)","(1,)","(5,)","('null',)","('null',)","('null',)","('null',)"
"(44,)","(41,)","(45,)","(45,)","(0,)","(0,)","(0,)","(0,)","(2,)","(1,)","(1,)","(2,)","(0,)","(0,)","(0,)","(0,)","(-6,)","(-2,)","(5,)","(2,)","('null',)","('null',)","('null',)","('null',)"
"(65,)","(48,)","(45,)","(49,)","(0,)","(0,)","(0,)","(0,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)","(20,)","(6,)","(0,)","(4,)","('null',)","('null',)","('null',)","('null',)"
"(83,)","(49,)","(51,)","(55,)","(0,)","(0,)","(0,)","(0,)","(3,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)","(18,)","(0,)","(5,)","(6,)","('null',)","('null',)","('null',)","('null',)"
"(51,)","(52,)","(54,)","(53,)","(0,)","(0,)","(0,)","(0,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)","(-32,)","(2,)","(3,)","(-2,)","('null',)","('null',)","('null',)","('null',)"
"(95,)","(54,)","(55,)","(56,)","(0,)","(0,)","(0,)","(0,)","(3,)","(2,)","(3,)","(2,)","(0,)","(0,)","(0,)","(0,)","(43,)","(2,)","(1,)","(3,)","('null',)","('null',)","('null',)","('null',)"
"(85,)","(56,)","(59,)","(59,)","(0,)","(0,)","(0,)","(0,)","(3,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)","(-10,)","(2,)","(3,)","(2,)","('null',)","('null',)","('null',)","('null',)"
"(57,)","(59,)","(60,)","(59,)","(0,)","(0,)","(0,)","(0,)","(2,)","(3,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)","(-27,)","(2,)","(1,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(61,)","(62,)","(62,)","(61,)","(0,)","(0,)","(0,)","(0,)","(3,)","(2,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(3,)","(2,)","(1,)","(2,)","('null',)","('null',)","('null',)","('null',)"
"(66,)","(63,)","(63,)","(63,)","(0,)","(0,)","(0,)","(0,)","(2,)","(2,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)","(5,)","(1,)","(0,)","(1,)","('null',)","('null',)","('null',)","('null',)"
"(64,)","(64,)","(65,)","(64,)","(0,)","(0,)","(0,)","(0,)","(3,)","(3,)","(2,)","(3,)","(0,)","(0,)","(0,)","(0,)","(-2,)","(1,)","(1,)","(1,)","('null',)","('null',)","('null',)","('null',)"
"(68,)","(65,)","(65,)","(66,)","(0,)","(0,)","(0,)","(0,)","(2,)","(2,)","(3,)","(2,)","(0,)","(0,)","(0,)","(0,)","(3,)","(0,)","(0,)","(2,)","('null',)","('null',)","('null',)","('null',)"
"(66,)","(66,)","(68,)","(67,)","(0,)","(0,)","(0,)","(0,)","(3,)","(3,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(-1,)","(1,)","(3,)","(1,)","('null',)","('null',)","('null',)","('null',)"
"(68,)","(68,)","(68,)","(66,)","(0,)","(0,)","(0,)","(0,)","(2,)","(3,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)","(1,)","(2,)","(0,)","(-1,)","('null',)","('null',)","('null',)","('null',)"
"(68,)","(68,)","(70,)","(70,)","(0,)","(0,)","(0,)","(0,)","(3,)","(2,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(3,)","('null',)","('null',)","('null',)","('null',)"
"(71,)","(71,)","(72,)","(70,)","(0,)","(0,)","(0,)","(0,)","(3,)","(3,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(2,)","(3,)","(2,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(72,)","(71,)","(72,)","(71,)","(0,)","(0,)","(0,)","(0,)","(3,)","(3,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(1,)","('null',)","('null',)","('null',)","('null',)"
"(76,)","(74,)","(72,)","(70,)","(0,)","(0,)","(0,)","(0,)","(2,)","(3,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)","(3,)","(2,)","(0,)","(-1,)","('null',)","('null',)","('null',)","('null',)"
"(72,)","(74,)","(71,)","(71,)","(0,)","(0,)","(0,)","(0,)","(3,)","(2,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(-3,)","(0,)","(0,)","(1,)","('null',)","('null',)","('null',)","('null',)"
"(75,)","(75,)","(74,)","(74,)","(0,)","(0,)","(0,)","(0,)","(3,)","(3,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(2,)","(1,)","(2,)","(2,)","('null',)","('null',)","('null',)","('null',)"
"(75,)","(74,)","(75,)","(74,)","(0,)","(0,)","(0,)","(0,)","(3,)","(3,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1,)","(1,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(76,)","(75,)","(74,)","(75,)","(0,)","(0,)","(0,)","(0,)","(3,)","(3,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(-1,)","(1,)","('null',)","('null',)","('null',)","('null',)"
"(75,)","(76,)","(74,)","(76,)","(0,)","(0,)","(0,)","(0,)","(3,)","(3,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)","(-1,)","(1,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(78,)","(76,)","(76,)","(74,)","(0,)","(0,)","(0,)","(0,)","(3,)","(3,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(2,)","(0,)","(2,)","(-2,)","('null',)","('null',)","('null',)","('null',)"
"(76,)","(76,)","(75,)","(76,)","(0,)","(0,)","(0,)","(0,)","(3,)","(3,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(-1,)","(0,)","(-1,)","(2,)","('null',)","('null',)","('null',)","('null',)"
"(76,)","(75,)","(76,)","(75,)","(0,)","(0,)","(0,)","(0,)","(3,)","(3,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1,)","(1,)","(-1,)","('null',)","('null',)","('null',)","('null',)"
"(76,)","(78,)","(76,)","(75,)","(0,)","(0,)","(0,)","(0,)","(3,)","(3,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(78,)","(76,)","(75,)","(76,)","(0,)","(0,)","(0,)","(0,)","(3,)","(3,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(1,)","(-1,)","(-1,)","(1,)","('null',)","('null',)","('null',)","('null',)"
"(78,)","(93,)","(129,)","(137,)","(-7,)","(7,)","(7,)","(-7,)","(3,)","(3,)","(3,)","(3,)","(7,)","(7,)","(7,)","(7,)","(0,)","(16,)","(53,)","(61,)","('null',)","('null',)","('null',)","('null',)"
"(78,)","(75,)","(121,)","(104,)","(-16,)","(15,)","(22,)","(-23,)","(3,)","(3,)","(4,)","(4,)","(8,)","(8,)","(14,)","(15,)","(0,)","(-17,)","(-7,)","(-33,)","('null',)","('null',)","('null',)","('null',)"
"(86,)","(81,)","(65,)","(66,)","(-18,)","(17,)","(35,)","(-37,)","(3,)","(3,)","(2,)","(2,)","(1,)","(1,)","(13,)","(14,)","(8,)","(6,)","(-56,)","(-37,)","('null',)","('null',)","('null',)","('null',)"
"(96,)","(137,)","(86,)","(95,)","(-15,)","(14,)","(37,)","(-39,)","(4,)","(3,)","(3,)","(3,)","(-2,)","(-2,)","(2,)","(1,)","(10,)","(56,)","(21,)","(28,)","('null',)","('null',)","('null',)","('null',)"
"(97,)","(98,)","(78,)","(102,)","(-14,)","(12,)","(30,)","(-31,)","(3,)","(4,)","(1,)","(2,)","(-1,)","(-2,)","(-6,)","(-7,)","(0,)","(-39,)","(-8,)","(7,)","('null',)","('null',)","('null',)","('null',)"
"(96,)","(98,)","(49,)","(47,)","(-14,)","(13,)","(25,)","(-26,)","(4,)","(4,)","(2,)","(2,)","(0,)","(0,)","(-5,)","(-4,)","(0,)","(0,)","(-29,)","(-54,)","('null',)","('null',)","('null',)","('null',)"
"(95,)","(96,)","(65,)","(86,)","(-14,)","(14,)","(27,)","(-29,)","(4,)","(4,)","(2,)","(3,)","(0,)","(1,)","(1,)","(2,)","(-1,)","(-1,)","(15,)","(39,)","('null',)","('null',)","('null',)","('null',)"
"(97,)","(95,)","(56,)","(57,)","(-14,)","(14,)","(30,)","(-32,)","(3,)","(3,)","(2,)","(2,)","(0,)","(0,)","(3,)","(3,)","(2,)","(-1,)","(-8,)","(-28,)","('null',)","('null',)","('null',)","('null',)"
"(96,)","(96,)","(56,)","(55,)","(-14,)","(14,)","(31,)","(-32,)","(4,)","(4,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(-2,)","('null',)","('null',)","('null',)","('null',)"
"(104,)","(102,)","(55,)","(55,)","(-14,)","(14,)","(30,)","(-31,)","(4,)","(4,)","(3,)","(2,)","(0,)","(0,)","(-1,)","(-1,)","(7,)","(5,)","(-1,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(104,)","(102,)","(56,)","(55,)","(-14,)","(14,)","(29,)","(-30,)","(4,)","(4,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(106,)","(104,)","(56,)","(55,)","(-14,)","(14,)","(29,)","(-30,)","(4,)","(4,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)","(2,)","(2,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(111,)","(104,)","(60,)","(56,)","(-14,)","(14,)","(29,)","(-30,)","(4,)","(4,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)","(4,)","(0,)","(3,)","(1,)","('null',)","('null',)","('null',)","('null',)"
"(108,)","(108,)","(60,)","(57,)","(-14,)","(14,)","(29,)","(-30,)","(4,)","(4,)","(2,)","(3,)","(0,)","(0,)","(0,)","(0,)","(-2,)","(4,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(113,)","(108,)","(59,)","(57,)","(-14,)","(14,)","(29,)","(-30,)","(4,)","(4,)","(3,)","(2,)","(0,)","(0,)","(0,)","(0,)","(4,)","(0,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(114,)","(112,)","(60,)","(59,)","(-14,)","(14,)","(29,)","(-30,)","(5,)","(5,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)","(1,)","(4,)","(0,)","(1,)","('null',)","('null',)","('null',)","('null',)"
"(115,)","(111,)","(62,)","(57,)","(-14,)","(14,)","(29,)","(-30,)","(4,)","(4,)","(2,)","(2,)","(0,)","(0,)","(0,)","(0,)","(0,)","(-1,)","(1,)","(-1,)","('null',)","('null',)","('null',)","('null',)"
"(118,)","(113,)","(61,)","(59,)","(-14,)","(14,)","(29,)","(-30,)","(4,)","(4,)","(3,)","(3,)","(0,)","(0,)","(0,)","(0,)","(2,)","(2,)","(0,)","(1,)","('null',)","('null',)","('null',)","('null',)"
"(112,)","(150,)","(111,)","(111,)","(-12,)","(11,)","(21,)","(-22,)","(5,)","(6,)","(3,)","(2,)","(-2,)","(-3,)","(-8,)","(-8,)","(-5,)","(37,)","(49,)","(51,)","('null',)","('null',)","('null',)","('null',)"
"(124,)","(115,)","(83,)","(60,)","(-9,)","(8,)","(10,)","(-11,)","(4,)","(4,)","(3,)","(2,)","(-2,)","(-2,)","(-11,)","(-10,)","(11,)","(-35,)","(-27,)","(-50,)","('null',)","('null',)","('null',)","('null',)"
"(166,)","(172,)","(114,)","(97,)","(0,)","(-1,)","(-3,)","(0,)","(4,)","(4,)","(3,)","(3,)","(-9,)","(-7,)","(-6,)","(-10,)","(42,)","(56,)","(30,)","(36,)","('null',)","('null',)","('null',)","('null',)"
"(144,)","(172,)","(108,)","(108,)","(14,)","(-18,)","(-19,)","(17,)","(4,)","(4,)","(3,)","(4,)","(14,)","(17,)","(16,)","(16,)","(-22,)","(0,)","(-6,)","(11,)","('null',)","('null',)","('null',)","('null',)"
"(106,)","(158,)","(108,)","(108,)","(31,)","(-36,)","(-24,)","(24,)","(2,)","(5,)","(3,)","(3,)","(16,)","(17,)","(4,)","(6,)","(-37,)","(-13,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(85,)","(95,)","(153,)","(153,)","(37,)","(-40,)","(-15,)","(18,)","(3,)","(3,)","(3,)","(3,)","(6,)","(3,)","(-8,)","(-6,)","(-21,)","(-63,)","(45,)","(45,)","('null',)","('null',)","('null',)","('null',)"
"(102,)","(65,)","(95,)","(93,)","(32,)","(-31,)","(-9,)","(10,)","(2,)","(2,)","(4,)","(4,)","(-5,)","(-9,)","(-6,)","(-7,)","(17,)","(-30,)","(-58,)","(-60,)","('null',)","('null',)","('null',)","('null',)"
"(63,)","(47,)","(133,)","(114,)","(28,)","(-24,)","(-10,)","(11,)","(2,)","(2,)","(3,)","(3,)","(-4,)","(-6,)","(1,)","(0,)","(-39,)","(-17,)","(38,)","(20,)","('null',)","('null',)","('null',)","('null',)"
"(74,)","(59,)","(91,)","(91,)","(29,)","(-27,)","(-15,)","(15,)","(2,)","(2,)","(4,)","(4,)","(0,)","(2,)","(4,)","(3,)","(10,)","(11,)","(-41,)","(-22,)","('null',)","('null',)","('null',)","('null',)"
"(86,)","(56,)","(90,)","(90,)","(31,)","(-31,)","(-16,)","(16,)","(2,)","(2,)","(3,)","(3,)","(2,)","(4,)","(1,)","(1,)","(11,)","(-2,)","(-1,)","(-1,)","('null',)","('null',)","('null',)","('null',)"
"(66,)","(52,)","(98,)","(100,)","(31,)","(-31,)","(-14,)","(15,)","(3,)","(2,)","(4,)","(4,)","(0,)","(0,)","(-1,)","(-1,)","(-19,)","(-4,)","(7,)","(9,)","('null',)","('null',)","('null',)","('null',)"
"(53,)","(54,)","(102,)","(100,)","(31,)","(-30,)","(-13,)","(14,)","(1,)","(2,)","(4,)","(4,)","(0,)","(-1,)","(-1,)","(-1,)","(-13,)","(2,)","(3,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(72,)","(54,)","(102,)","(102,)","(31,)","(-29,)","(-13,)","(14,)","(2,)","(2,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(18,)","(0,)","(0,)","(1,)","('null',)","('null',)","('null',)","('null',)"
"(65,)","(56,)","(102,)","(102,)","(31,)","(-29,)","(-13,)","(14,)","(3,)","(2,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(-6,)","(2,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(55,)","(55,)","(106,)","(106,)","(31,)","(-29,)","(-13,)","(14,)","(2,)","(3,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(-10,)","(-1,)","(4,)","(4,)","('null',)","('null',)","('null',)","('null',)"
"(57,)","(59,)","(108,)","(104,)","(31,)","(-29,)","(-13,)","(14,)","(2,)","(2,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(2,)","(3,)","(2,)","(-2,)","('null',)","('null',)","('null',)","('null',)"
"(56,)","(57,)","(108,)","(111,)","(31,)","(-29,)","(-13,)","(14,)","(2,)","(2,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(-1,)","(-1,)","(0,)","(6,)","('null',)","('null',)","('null',)","('null',)"
"(57,)","(57,)","(111,)","(108,)","(31,)","(-29,)","(-13,)","(14,)","(2,)","(2,)","(5,)","(4,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(2,)","(-2,)","('null',)","('null',)","('null',)","('null',)"
"(59,)","(59,)","(111,)","(111,)","(31,)","(-29,)","(-13,)","(14,)","(2,)","(3,)","(4,)","(5,)","(0,)","(0,)","(0,)","(0,)","(1,)","(1,)","(0,)","(2,)","('null',)","('null',)","('null',)","('null',)"
"(59,)","(60,)","(113,)","(111,)","(31,)","(-29,)","(-13,)","(14,)","(3,)","(2,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(0,)","(0,)","(2,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(57,)","(60,)","(112,)","(111,)","(31,)","(-29,)","(-13,)","(14,)","(2,)","(2,)","(5,)","(4,)","(0,)","(0,)","(0,)","(0,)","(-1,)","(0,)","(0,)","(0,)","('null',)","('null',)","('null',)","('null',)"
"(59,)","(61,)","(115,)","(116,)","(31,)","(-29,)","(-13,)","(14,)","(2,)","(3,)","(4,)","(5,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(2,)","(5,)","('null',)","('null',)","('null',)","('null',)"
"(60,)","(60,)","(115,)","(111,)","(31,)","(-29,)","(-13,)","(14,)","(3,)","(2,)","(4,)","(4,)","(0,)","(0,)","(0,)","(0,)","(1,)","(0,)","(0,)","(-5,)","('null',)","('null',)","('null',)","('null',)"
